trialNo,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,p21_x,p21_y,p22_x,p22_y,p23_x,p23_y,p24_x,p24_y,p25_x,p25_y,p26_x,p26_y,p27_x,p27_y,p28_x,p28_y,p29_x,p29_y,p30_x,p30_y,p31_x,p31_y,p32_x,p32_y,p33_x,p33_y,p34_x,p34_y,p35_x,p35_y,p36_x,p36_y,p37_x,p37_y,p38_x,p38_y,p39_x,p39_y,p40_x,p40_y,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,mouse_2.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,instructions_text_2.started,mouse_3.started,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,polygon.started,polygon_2.started,polygon_3.started,polygon_4.started,polygon_5.started,polygon_6.started,polygon_7.started,polygon_8.started,polygon_9.started,polygon_10.started,polygon_11.started,polygon_12.started,polygon_13.started,polygon_14.started,polygon_15.started,polygon_16.started,polygon_17.started,polygon_18.started,polygon_19.started,polygon_20.started,polygon_21.started,polygon_22.started,polygon_23.started,polygon_24.started,polygon_25.started,polygon_26.started,polygon_27.started,polygon_28.started,polygon_29.started,polygon_30.started,polygon_31.started,polygon_32.started,polygon_33.started,polygon_34.started,polygon_35.started,polygon_36.started,polygon_37.started,polygon_38.started,polygon_39.started,polygon_40.started,mouse.started,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback_text_2.started,feedback_text.started,feedback_text_2.stopped,feedback_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.707709684067595,2.9746470318059437e-05,[-0.06111111111111111],[-0.046296296296296294],[1],[0],[0],[5.214982545734529],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-04-12_12h28.52.134,foraging_expt_polygons_hard_A,2022.2.4,60.221551913275874,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.910771707562162,4.8375572077929974e-05,-0.11481481481481481,-0.012037037037037037,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-04-12_12h28.52.134,foraging_expt_polygons_hard_A,2022.2.4,60.221551913275874,
2,0.2,0,0,0,-0.1,0,0.1,0,-0.4,-0.4,-0.2,0.4,0.3,-0.2,-0.1,-0.2,0.1,-0.2,0.2,0.2,-0.4,0,-0.3,0.2,0.3,0,0.3,-0.4,0.2,-0.2,0.3,0.4,0,-0.2,-0.3,-0.4,0,-0.4,-0.3,0.4,0.1,0.2,-0.4,0.2,-0.3,0,0.2,0.4,0.1,-0.4,-0.2,0.2,-0.4,-0.2,0.1,0.4,-0.1,0.4,0,0.2,-0.4,0.4,0.2,-0.4,-0.1,-0.4,-0.2,0,-0.3,-0.2,0.3,0.2,0,0.4,-0.2,-0.2,-0.1,0.2,-0.2,-0.4,0,0,0,1,,,,,,,,,,,,,,,,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,19.189703454736446,0.07214901118641137,[ 0.18691755 -0.04892919],[-0.01312511  0.03124059],[-0.10864843  0.03017501],[ 0.11829724 -0.01868297],[-0.40123904 -0.39866822],[-0.19377252  0.3999202 ],[ 0.2852735  -0.22672602],[-0.09969673 -0.21396416],[ 0.10386266 -0.15623946],[0.19560352 0.20197445],[-0.38938454  0.04177197],[-0.28963388  0.16552634],[0.3066807  0.01278561],[ 0.29376676 -0.43367499],[ 0.20220489 -0.22935641],[0.31574396 0.3530355 ],[-0.01016869 -0.16016443],[-0.30882684 -0.37318121],[ 0.01184424 -0.36337248],[-0.31315195  0.36023492],[0.11718846 0.15116289],[-0.39763106  0.21491416],[-0.28069419  0.02563234],[0.18136485 0.40513778],[ 0.11132968 -0.38188701],[-0.18995915  0.19272143],[-0.39802964 -0.2340696 ],[0.09588542 0.40858207],[-0.08072873  0.35890417],[0.00929239 0.16691838],[-0.40752925  0.39678337],[ 0.19767398 -0.37443186],[-0.09392626 -0.42840987],[-0.1824046  -0.03097664],[-0.29921496 -0.21756267],[0.29322728 0.22171518],[-0.01487958  0.41159803],[-0.18397896 -0.23303994],[-0.09585567  0.16896517],[-0.20543826 -0.36577628],"[-0.11481481481481481, -0.06759259259259259]","[-0.012037037037037037, 0.3675925925925926]","[1, 1]","[0, 0]","[0, 0]","[0.0018953609323943965, 1.6769395149094635]",['polygon_29'],20.876477332889408,20.876477332889408,,,009,001,2023-04-12_12h28.52.134,foraging_expt_polygons_hard_A,2022.2.4,60.221551913275874,
5,0.2,-0.2,0.1,0,0.3,0,-0.3,-0.2,-0.2,0.4,0.3,-0.2,-0.3,-0.4,0,-0.4,-0.1,-0.2,-0.1,-0.4,-0.2,0.2,-0.3,0.4,0,0.4,0.2,0.2,0.2,-0.4,-0.4,-0.2,-0.2,-0.4,-0.3,0.2,0,0,0.1,0.4,0,-0.2,-0.3,0,-0.4,0,-0.1,0.2,0.1,0.2,0.3,0.4,0.3,-0.4,0.1,-0.4,-0.1,0.4,0.3,0.2,-0.2,-0.2,0.1,-0.2,-0.4,-0.4,0.2,0,-0.1,0,-0.2,0,-0.4,0.2,0.2,0.4,0,0.2,-0.4,0.4,0,1,1,4,,,,,,,,,,,,,,,,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,22.89300795703093,0.011865836810102337,[ 0.18172714 -0.15109506],[0.08342176 0.04130352],[0.31458274 0.04647966],[-0.30686772 -0.24727854],[-0.20305428  0.38339585],[ 0.29945803 -0.15035358],[-0.30725964 -0.43881326],[ 0.00798704 -0.39462152],[-0.09769073 -0.2261155 ],[-0.08124711 -0.39040144],[-0.18553123  0.18857527],[-0.29543711  0.37988854],[0.00919844 0.40679867],[0.19399677 0.24163439],[ 0.21415859 -0.42339895],[-0.41073321 -0.18892565],[-0.200288   -0.37017874],[-0.3138668   0.21445179],[ 0.00085323 -0.043233  ],[0.08313774 0.43837591],[-0.0085424  -0.21353757],[-0.28123467 -0.03425549],[-0.40591   -0.0375696],[-0.10898934  0.17804806],[0.08961187 0.17507467],[0.29625516 0.42694412],[ 0.29001706 -0.4080787 ],[ 0.09182042 -0.38808416],[-0.09962909  0.39356374],[0.28242923 0.15699325],[-0.21920704 -0.15846605],[ 0.10517298 -0.15083988],[-0.38678832 -0.40284742],[ 0.20269966 -0.03497056],[-0.08888545  0.03853981],[-0.20528301 -0.03895921],[-0.40271042  0.20598761],[0.19291816 0.43712697],[-0.00821199  0.19930582],[-0.39976124  0.40519461],"[-0.287962962962963, -0.20833333333333334, 0.03425925925925926, 0.07685185185185185, -0.1574074074074074, -0.1962962962962963, 0.2101851851851852, 0.30648148148148147, 0.09259259259259259, 0.1925925925925926, -0.10833333333333334, -0.3296296296296296, -0.31203703703703706, -0.18333333333333332, -0.2, -0.09259259259259259, 0.019444444444444445, 0.21666666666666667, 0.28703703703703703, 0.175, 0.003703703703703704, -0.42962962962962964, -0.4083333333333333, -0.3990740740740741]","[0.3861111111111111, 0.375, 0.4046296296296296, 0.44537037037037036, 0.18888888888888888, 0.18055555555555555, 0.225, 0.05, 0.032407407407407406, 0.23796296296296296, -0.2388888888888889, -0.24351851851851852, -0.425, -0.3592592592592593, -0.35648148148148145, -0.3925925925925926, -0.38796296296296295, -0.42592592592592593, -0.15648148148148147, -0.15648148148148147, -0.046296296296296294, -0.17407407407407408, -0.19814814814814816, 0.21203703703703702]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2.016079319111668, 2.415593039444502, 2.9822957424075867, 3.664662335499088, 5.780895615129339, 6.798272361082127, 7.480889245178332, 8.03092551183363, 8.547117807438553, 9.13260555639863, 10.5137825310685, 11.31458334209674, 11.931667851516977, 12.346453529702558, 13.230892400106313, 13.78084723955726, 14.164502185312813, 14.714692893236133, 15.614014313159714, 16.03057426311352, 16.597363501261498, 17.26235695403193, 17.812073521254206, 18.729426409936423]","['polygon_12', 'polygon_5', 'polygon_20', 'polygon_11', 'polygon_3', 'polygon_2', 'polygon_14', 'polygon_9', 'polygon_4', 'polygon_7', 'polygon_17', 'polygon_10', 'polygon_8', 'polygon_15', 'polygon_6', 'polygon', 'polygon_19', 'polygon_16', 'polygon_37']",41.62358216005123,41.62358216005123,,,009,001,2023-04-12_12h28.52.134,foraging_expt_polygons_hard_A,2022.2.4,60.221551913275874,
27,-0.2,-0.2,0,0.4,-0.1,0.4,-0.3,0.4,0.1,-0.4,0.3,0.2,0.3,0.4,-0.1,-0.2,-0.4,-0.2,-0.2,0.4,0.2,0.4,0.2,-0.2,-0.3,0.2,-0.4,0,-0.4,-0.4,0.1,-0.2,-0.4,0.2,-0.3,-0.4,0,-0.2,0.1,0.2,0.3,0,-0.3,0,-0.2,0.2,-0.1,0.2,-0.1,0,-0.1,-0.4,0.2,-0.4,-0.2,-0.4,0.3,-0.2,0,0,0,0.2,-0.2,0,0.1,0,0.3,-0.4,-0.4,0.4,0.2,0,0.1,0.4,-0.3,-0.2,0.2,0.2,0,-0.4,0,2,2,26,,,,,,,,,,,,,,,,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,43.673326069985706,0.039036082167513086,[-0.20664469 -0.19398202],[0.00841408 0.38853496],[-0.08339709  0.35638842],[-0.3041085   0.40501802],[ 0.08526702 -0.3592171 ],[0.3147425 0.1586982],[0.28833825 0.40064633],[-0.11809473 -0.15313885],[-0.3908885  -0.24542142],[-0.19570983  0.37858351],[0.18345672 0.37328462],[ 0.20773024 -0.22202964],[-0.31736708  0.19575399],[-0.38221873  0.01059641],[-0.38897712 -0.40938966],[ 0.10967875 -0.18607164],[-0.38088743  0.16245536],[-0.31123031 -0.35977237],[-0.00164655 -0.1908908 ],[0.1020832  0.22475894],[0.30355764 0.02356042],[-0.31822592  0.02680533],[-0.20670445  0.15713199],[-0.10740663  0.21627719],[-0.10063501  0.01915805],[-0.08760029 -0.44620951],[ 0.19237962 -0.36915799],[-0.21267112 -0.44430188],[ 0.29698565 -0.21682922],[-0.00586973  0.04262453],[0.0108522  0.20004001],[-0.18726192 -0.01778798],[ 0.09387201 -0.00475474],[ 0.28463272 -0.39886681],[-0.41245037  0.38899439],[0.19037657 0.03754639],[0.10459974 0.35776263],[-0.29874547 -0.23687038],[0.19877527 0.23348208],[ 0.01011369 -0.3942014 ],"[-0.29259259259259257, -0.1925925925925926, -0.1111111111111111, -0.08611111111111111, 0.000925925925925926, 0.20277777777777778, 0.3, 0.3, -0.29814814814814816, -0.3768518518518518, 0.20925925925925926, -0.11296296296296296, -0.20277777777777778, -0.3138888888888889, -0.4, -0.3925925925925926, 0.07222222222222222, 0.11388888888888889, -0.009259259259259259, 0.11018518518518519, -0.38055555555555554, -0.005555555555555556]","[0.40925925925925927, 0.3888888888888889, 0.35648148148148145, 0.3592592592592593, 0.387037037037037, 0.37037037037037035, 0.39351851851851855, 0.14629629629629629, 0.19166666666666668, 0.011111111111111112, -0.21851851851851853, -0.15, -0.18796296296296297, -0.35, -0.24537037037037038, -0.4046296296296296, -0.35833333333333334, -0.18888888888888888, -0.18703703703703703, 0.21944444444444444, 0.16944444444444445, -0.19722222222222222]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.4191418834507203, 1.8194004674096504, 2.234662389584628, 2.485536004345704, 2.9672103760494792, 3.9856018071441213, 4.352340025589001, 4.902383803979319, 5.786754768299943, 6.534405848817187, 7.7520772951502295, 8.568276862113635, 9.085412932083273, 9.700391751995994, 10.046884643190424, 10.634966945362976, 11.751351661565423, 13.434305071383278, 13.748932582480847, 14.934305672320988, 15.650049907966604, 16.4005788843333]","['polygon_4', 'polygon_10', 'polygon_3', 'polygon_2', 'polygon_11', 'polygon_7', 'polygon_6', 'polygon_13', 'polygon_14', 'polygon_12', 'polygon_8', 'polygon', 'polygon_18', 'polygon_9', 'polygon_15', 'polygon_5', 'polygon_16', 'polygon_19', 'polygon_20', 'polygon_17', 'polygon_19']",60.070722983444284,60.070722983444284,,,009,001,2023-04-12_12h28.52.134,foraging_expt_polygons_hard_A,2022.2.4,60.221551913275874,
