person,trial,id,found,difficulty,common,x,y,class
3,1,3,1,easy,A,-0.19118544,0.03732093,A
3,1,20,2,easy,A,-0.0103787,-0.02493495,B
3,1,4,3,easy,A,-0.09558094,0.24735057,A
3,1,15,4,easy,A,-0.01354215,0.16703315,A
3,1,2,5,easy,A,0.21553608,0.21571498,A
3,1,10,6,easy,A,0.29150398,0.18411106,A
3,1,7,7,easy,A,0.31221217,0.44880481,A
3,1,18,8,easy,A,-0.41431691,0.20829019,B
3,1,8,9,easy,A,-0.28015224,0.20199114,A
3,1,1,10,easy,A,-0.38777858,-0.01452248,A
3,1,14,11,easy,A,-0.28398432,-0.24095844,A
3,1,13,12,easy,A,-0.21478922,-0.15800258,A
3,1,16,13,easy,A,0.10253009,-0.1825677,B
3,1,9,14,easy,A,0.18763594,-0.22990399,A
3,1,11,15,easy,A,0.1126188,-0.35950778,A
3,1,5,16,easy,A,-0.10180866,-0.35134807,A
3,1,19,17,easy,A,0.01987139,-0.42002055,B
3,1,6,18,easy,A,-0.19553875,-0.40161143,A
3,1,17,19,easy,A,-0.30507538,-0.43558998,B
3,1,12,20,easy,A,-0.38256853,-0.24757105,A
3,2,3,1,easy,A,0.1946336,0.24756279,A
3,2,13,2,easy,A,0.09518498,0.16932771,A
3,2,15,3,easy,A,-0.00470596,0.22022172,A
3,2,14,4,easy,A,-0.18634311,0.19406304,A
3,2,2,5,easy,A,-0.10200721,0.20546641,A
3,2,16,6,easy,A,0.0100128,0.38114773,B
3,2,18,7,easy,A,0.28031012,0.38943396,B
3,2,8,8,easy,A,-0.40560645,0.37970272,A
3,2,11,9,easy,A,-0.41954233,0.17813071,A
3,2,17,10,easy,A,-0.28169814,0.04164787,B
3,2,9,11,easy,A,-0.18472578,0.03593725,A
3,2,12,12,easy,A,-0.1036459,-0.03340652,A
3,2,1,13,easy,A,-0.01659739,-0.16042777,A
3,2,20,14,easy,A,0.11332022,-0.22237229,B
3,2,6,15,easy,A,0.19005337,-0.03534593,A
3,2,5,16,easy,A,0.28902209,-0.4243247,A
3,2,7,17,easy,A,-0.09274588,-0.41262637,A
3,2,10,18,easy,A,-0.01911009,-0.41986698,A
3,2,19,19,easy,A,-0.3026173,-0.3889343,B
3,2,4,20,easy,A,-0.4017019,-0.20918063,A
3,3,19,1,easy,A,0.00184044,0.03753652,B
3,3,4,2,easy,A,5.2739e-4,0.17741767,A
3,3,10,3,easy,A,0.18269518,0.23444406,A
3,3,7,4,easy,A,0.2019867,0.36406818,A
3,3,9,5,easy,A,-0.08830633,0.40561337,A
3,3,8,6,easy,A,-0.18306924,0.40903263,A
3,3,17,7,easy,A,-0.19316382000000001,0.24783812,B
3,3,20,8,easy,A,-0.38723536,0.22627055,B
3,3,15,9,easy,A,-0.40390646,0.41471984,A
3,3,2,10,easy,A,-0.39326709,-0.03639473,A
3,3,6,11,easy,A,-0.30152553,-0.22848896,A
3,3,5,12,easy,A,-0.19279348,-0.35822626,A
3,3,14,13,easy,A,-0.30416166,-0.42586704,A
3,3,11,14,easy,A,-0.08956976,-0.44968983,A
3,3,13,15,easy,A,1.79872768e-4,-0.22506477,A
3,3,18,16,easy,A,0.10464018,-0.36162267,B
3,3,16,17,easy,A,0.19719152,-0.19022515,B
3,3,1,18,easy,A,0.30765071,-0.1790225,A
3,3,12,19,easy,A,0.3091444,-0.03319384,A
3,3,3,20,easy,A,0.21129218,-0.04450133,A
3,4,9,1,easy,A,-0.01268105,-0.04574039,A
3,4,19,2,easy,A,-0.08540426,0.04450403,B
3,4,2,3,easy,A,-0.01043919,0.15357998,A
3,4,16,4,easy,A,0.11494359,0.17955400999999999,B
3,4,12,5,easy,A,0.19727827,0.18186818,A
3,4,6,6,easy,A,0.11458931,0.36281539,A
3,4,7,7,easy,A,-0.01199591,0.42078501,A
3,4,17,8,easy,A,0.3051103,0.37899095,B
3,4,8,9,easy,A,-0.41738404,0.35563353,A
3,4,1,10,easy,A,-0.31549926,0.15739497,A
3,4,10,11,easy,A,-0.40555109,-0.02054144,A
3,4,3,12,easy,A,-0.40043195,-0.18685358,A
3,4,5,13,easy,A,-0.20924248,-0.16791645,A
3,4,20,14,easy,A,-0.08727263,-0.17350061,B
3,4,11,15,easy,A,0.09892429,-0.22323734,A
3,4,13,16,easy,A,0.01173942,-0.19314631,A
3,4,18,17,easy,A,0.18992833,-0.04482024,B
3,4,4,18,easy,A,0.10056146,-0.35267295,A
3,4,15,19,easy,A,0.00734241,-0.42532752,A
3,4,14,20,easy,A,-0.28595553,-0.3778782,A
3,5,12,1,easy,A,0.00614792,-0.01944993,A
3,5,10,2,easy,A,-0.19123939,0.03623843,A
3,5,13,3,easy,A,-0.00718553,0.17649943,A
3,5,17,4,easy,A,0.19031341,0.16493233,B
3,5,16,5,easy,A,0.10366986,0.42484779,B
3,5,2,6,easy,A,0.00574635,0.44606329,A
3,5,11,7,easy,A,0.31296807,0.41698544,A
3,5,19,8,easy,A,-0.09563546,0.40898673,B
3,5,1,9,easy,A,-0.1832019,0.40378426,A
3,5,5,10,easy,A,-0.31917907,0.44301764,A
3,5,18,11,easy,A,-0.40793798,0.1627649,B
3,5,14,12,easy,A,-0.21749793,-0.24208274,A
3,5,9,13,easy,A,-0.11197551,-0.22201932,A
3,5,15,14,easy,A,-0.11321462,-0.40411805,A
3,5,6,15,easy,A,-0.2978181,-0.43442448,A
3,5,20,16,easy,A,-0.39539461,-0.38987734,B
3,5,7,17,easy,A,0.09043769,-0.16527286,A
3,5,3,18,easy,A,0.20042537,-0.24846081,A
3,5,4,19,easy,A,0.31186752,-0.43174642,A
3,5,8,20,easy,A,0.31236886,0.00422285,A
3,1,13,1,easy,AB,0.00236342,0.2010294,B
3,1,2,2,easy,AB,-0.01077389,0.36733412,A
3,1,19,3,easy,AB,-0.11680241,0.38026291,B
3,1,1,4,easy,AB,-0.19205313,0.4405082,A
3,1,5,5,easy,AB,-0.30398202,0.43327962,A
3,1,18,6,easy,AB,-0.3822488,0.2392248,B
3,1,16,7,easy,AB,0.1126558,0.38748271,B
3,1,11,8,easy,AB,0.30157412,0.40768325,B
3,1,17,9,easy,AB,0.20103667,0.18680393,B
3,1,12,10,easy,AB,0.00119919,0.0269574,B
3,1,10,11,easy,AB,-0.18363579,0.047613,A
3,1,9,12,easy,AB,-0.11512205,-0.17348884,A
3,1,14,13,easy,AB,-0.21949661,-0.22695042,B
3,1,7,14,easy,AB,0.09816836,-0.20944396,A
3,1,3,15,easy,AB,0.18820525,-0.1606492,A
3,1,8,16,easy,AB,0.29813369,-0.03571841,A
3,1,4,17,easy,AB,0.28938671,-0.41468823,A
3,1,15,18,easy,AB,-0.11396895,-0.44040089,B
3,1,6,19,easy,AB,-0.29706074,-0.4461778,A
3,1,20,20,easy,AB,-0.38123078,-0.43485409,B
3,2,12,1,easy,AB,-0.10062921,0.17226908,B
3,2,20,2,easy,AB,-0.28398189,0.16750093,B
3,2,1,3,easy,AB,-0.38847297,0.03643944,A
3,2,2,4,easy,AB,-0.31852749,-0.16980464,A
3,2,7,5,easy,AB,-0.40713646,-0.21867063,A
3,2,4,6,easy,AB,-0.1812833,-0.43954277,A
3,2,5,7,easy,AB,-0.10714459,-0.44678819,A
3,2,18,8,easy,AB,-0.08156312,-0.21605147,B
3,2,11,9,easy,AB,0.20645695,-0.16639359,B
3,2,13,10,easy,AB,0.28817873,-0.15743157,B
3,2,3,11,easy,AB,0.11138991,-0.38916829,A
3,2,6,12,easy,AB,0.3097573,0.021251,A
3,2,8,13,easy,AB,0.09711392,0.03095837,A
3,2,14,14,easy,AB,0.10901280000000001,0.15033864,B
3,2,17,15,easy,AB,0.19579686,0.19209127,B
3,2,19,16,easy,AB,0.20684041,0.38792709,B
3,2,9,17,easy,AB,0.08028483,0.36058194,A
3,2,10,18,easy,AB,0.0033215,0.40178712,A
3,2,15,19,easy,AB,-0.08240569,0.42841385,B
3,2,16,20,easy,AB,0.30321208,0.40563256,B
3,3,3,1,easy,AB,-0.00332355,0.22657315,A
3,3,11,2,easy,AB,0.01258199,0.3929486,B
3,3,1,3,easy,AB,0.0904996,0.3607476,A
3,3,16,4,easy,AB,0.31897078,0.35971614,B
3,3,6,5,easy,AB,-0.21737895,0.43410299,A
3,3,8,6,easy,AB,-0.40981717,0.35644524,A
3,3,17,7,easy,AB,-0.31004644,0.21842065,B
3,3,4,8,easy,AB,-0.40700385,0.16391476,A
3,3,9,9,easy,AB,-0.40593615,0.04202631,A
3,3,14,10,easy,AB,-0.19668016,-0.19770949,B
3,3,2,11,easy,AB,-0.3048165,-0.17517012,A
3,3,19,12,easy,AB,0.00162942,-0.17921872,B
3,3,7,13,easy,AB,0.10227981,-0.22249341,A
3,3,13,14,easy,AB,0.19821261,-0.17119632,B
3,3,12,15,easy,AB,0.30722582,-0.16912182,B
3,3,5,16,easy,AB,0.3164539,-0.38569406,A
3,3,10,17,easy,AB,-0.01097173,-0.41631898,A
3,3,15,18,easy,AB,-0.09679157,-0.38064916,B
3,3,18,19,easy,AB,-0.18899498,-0.41628734,B
3,3,20,20,easy,AB,-0.39801394,-0.43320443,B
3,4,7,1,easy,AB,-0.11878972,0.18095657,A
3,4,4,2,easy,AB,-0.00221327,0.24980316,A
3,4,1,3,easy,AB,0.09246673,0.21477556,A
3,4,13,4,easy,AB,0.21424152,0.24492105,B
3,4,6,5,easy,AB,0.29329683,0.357334,A
3,4,17,6,easy,AB,0.19761139,0.42215421,B
3,4,10,7,easy,AB,-0.21373385,0.37188398,A
3,4,9,8,easy,AB,-0.30866781,0.18214848,A
3,4,11,9,easy,AB,-0.41298281,0.15958706,B
3,4,19,10,easy,AB,-0.31974956,0.02477698,B
3,4,8,11,easy,AB,-0.11890676,0.02070197,A
3,4,15,12,easy,AB,-0.18480998,-0.20647287,B
3,4,20,13,easy,AB,0.01245423,-0.2081608,B
3,4,16,14,easy,AB,0.31763539,-0.2098364,B
3,4,12,15,easy,AB,0.30639813,-0.02485824,B
3,4,3,16,easy,AB,0.21847059,-0.40048398,A
3,4,18,17,easy,AB,0.1146315,-0.43253734,B
3,4,2,18,easy,AB,-0.01227141,-0.41810564,A
3,4,14,19,easy,AB,-0.08182051,-0.44714793,B
3,4,5,20,easy,AB,-0.40945568,-0.37939237,A
3,5,3,1,easy,AB,-0.01198505,0.18503343,A
3,5,17,2,easy,AB,-0.10295423,0.19516388,B
3,5,18,3,easy,AB,-0.31627895,0.22477252,B
3,5,15,4,easy,AB,-0.30784628000000003,0.35701854,B
3,5,1,5,easy,AB,-0.21686294,0.44913824,A
3,5,4,6,easy,AB,-0.39938688,0.22421837,A
3,5,20,7,easy,AB,0.28514689,0.43966342,B
3,5,11,8,easy,AB,0.29092907,-0.01665394,B
3,5,9,9,easy,AB,0.08875916,-0.04083749,A
3,5,12,10,easy,AB,0.18210985,-0.15031153,B
3,5,8,11,easy,AB,0.08911232,-0.23360503,A
3,5,19,12,easy,AB,5.59e-4,-0.38411889,B
3,5,10,13,easy,AB,-0.0959202,-0.22859854,A
3,5,16,14,easy,AB,-0.19965778,-0.37204413,B
3,5,7,15,easy,AB,-0.11352052,-0.43958642,A
3,5,6,16,easy,AB,-0.31588779,-0.35111891,A
3,5,2,17,easy,AB,-0.39294192,-0.42696945,A
3,5,13,18,easy,AB,-0.41224966,-0.20312574,B
3,5,14,19,easy,AB,-0.31318697,-0.17332612,B
3,5,5,20,easy,AB,0.31244726,-0.43853391,A
3,1,5,1,easy,B,-0.1192856,0.03346121,A
3,1,17,2,easy,B,-0.18654265,-0.01104339,B
3,1,11,3,easy,B,-0.00845603,0.183093,B
3,1,16,4,easy,B,0.20369892,0.1608174,B
3,1,3,5,easy,B,0.20946815,0.04126082,A
3,1,4,6,easy,B,0.31147681,-0.01549232,A
3,1,15,7,easy,B,0.30985154,-0.2270868,B
3,1,18,8,easy,B,0.11911577,-0.18818902,B
3,1,6,9,easy,B,0.19538343,-0.37869507,B
3,1,8,10,easy,B,0.28632963,-0.39363466,B
3,1,1,11,easy,B,-0.09365232,-0.1888971,A
3,1,20,12,easy,B,-0.21380722,-0.42490937,B
3,1,13,13,easy,B,-0.39045519,-0.38528348,B
3,1,2,14,easy,B,-0.41135027,0.21126724,A
3,1,10,15,easy,B,-0.39957395,-0.00183559,B
3,1,9,16,easy,B,-0.30809381,0.39453838,B
3,1,7,17,easy,B,0.00742563,0.4241558,B
3,1,19,18,easy,B,0.08820125,0.41929105,B
3,1,12,19,easy,B,0.18405924,0.35187674,B
3,1,14,20,easy,B,0.30272842,0.41672945,B
3,2,8,1,easy,B,-0.1033844,0.03118875,B
3,2,7,2,easy,B,-0.09180201,0.19099598,B
3,2,4,3,easy,B,-0.01848614,0.2365563,A
3,2,1,4,easy,B,0.09595955,0.23720384,A
3,2,13,5,easy,B,0.21542187,0.16638377,B
3,2,6,6,easy,B,0.31735633,0.38625491,B
3,2,17,7,easy,B,0.18682672,0.43847941,B
3,2,10,8,easy,B,-0.20120609,0.44571,B
3,2,9,9,easy,B,-0.30641363,0.23965963,B
3,2,11,10,easy,B,-0.41300293,0.17191592,B
3,2,19,11,easy,B,-0.31690513,0.01509668,B
3,2,5,12,easy,B,-0.40055659,-0.36211081,A
3,2,15,13,easy,B,-0.19460579,-0.20901557,B
3,2,20,14,easy,B,-0.00702123,-0.23694324,B
3,2,14,15,easy,B,-0.08876344,-0.36152509,B
3,2,2,16,easy,B,0.01264612,-0.41626963,A
3,2,18,17,easy,B,0.11277283,-0.41803069,B
3,2,3,18,easy,B,0.21736965,-0.43095489,A
3,2,16,19,easy,B,0.2998177,-0.17773831,B
3,2,12,20,easy,B,0.31412482,-0.00441262,B
3,3,16,1,easy,B,-0.11972534,-0.00673213,B
3,3,17,2,easy,B,-0.19029636,0.00987777,B
3,3,12,3,easy,B,-0.28239173,0.20533142,B
3,3,5,4,easy,B,-0.40687962,0.35798001,A
3,3,13,5,easy,B,0.00597215,0.21556717,B
3,3,1,6,easy,B,0.09804673,0.19633452,A
3,3,18,7,easy,B,0.20333722,0.18296486,B
3,3,3,8,easy,B,0.28128685,0.37214252,A
3,3,4,9,easy,B,0.21927011,0.43682744,A
3,3,20,10,easy,B,0.30619547,0.04945163,B
3,3,2,11,easy,B,0.21659241,-0.03902207,A
3,3,7,12,easy,B,0.2040076,-0.15033003,B
3,3,6,13,easy,B,0.29297607,-0.2130459,B
3,3,10,14,easy,B,0.30247275,-0.37667888,B
3,3,14,15,easy,B,0.10495756,-0.38221859,B
3,3,15,16,easy,B,-0.01691954,-0.35490429,B
3,3,8,17,easy,B,0.00354797,-0.22210888,B
3,3,11,18,easy,B,-0.21762988,-0.2015204,B
3,3,19,19,easy,B,-0.31569216,-0.23710396,B
3,3,9,20,easy,B,-0.40102713,-0.36095997,B
3,4,17,1,easy,B,-0.20077733,0.17532647,B
3,4,20,2,easy,B,-0.3946715,0.19530476,B
3,4,15,3,easy,B,-0.39216708,0.36501854,B
3,4,8,4,easy,B,-0.20954637,0.4039275,B
3,4,9,5,easy,B,-0.08755852,0.36081285,B
3,4,7,6,easy,B,0.20419456,0.41415133,B
3,4,4,7,easy,B,0.01260409,0.18332684,A
3,4,10,8,easy,B,0.20635349,0.15880009,B
3,4,12,9,easy,B,0.2856639,0.04499021,B
3,4,3,10,easy,B,0.19203841,0.0046255,A
3,4,1,11,easy,B,0.31422744,-0.21531246,A
3,4,16,12,easy,B,0.20406214,-0.15639171,B
3,4,13,13,easy,B,-0.01430124,-0.18595755,B
3,4,19,14,easy,B,-0.00319234,-0.03570843,B
3,4,2,15,easy,B,-0.39217105,0.04956566,A
3,4,6,16,easy,B,-0.29322051,-0.15224304,B
3,4,14,17,easy,B,-0.28619301,-0.44817143,B
3,4,5,18,easy,B,-0.21313735,-0.41695752,A
3,4,11,19,easy,B,-0.10017412,-0.41808303,B
3,4,18,20,easy,B,0.10323231,-0.36087644,B
3,5,13,1,easy,B,-0.21031585,-0.01081765,B
3,5,8,2,easy,B,-0.3056053,0.02144919,B
3,5,19,3,easy,B,-0.38792373,0.01083686,B
3,5,12,4,easy,B,-0.3933935,-0.18517969,B
3,5,7,5,easy,B,-0.30156098,-0.22943486,B
3,5,14,6,easy,B,-0.20557445,-0.18329963,B
3,5,17,7,easy,B,-0.21746937,-0.38351747,B
3,5,20,8,easy,B,-0.41698251,-0.41149738,B
3,5,10,9,easy,B,0.11809963,-0.1722162,B
3,5,18,10,easy,B,0.20961123,-0.15200251,B
3,5,16,11,easy,B,0.29866425,-0.2426158,B
3,5,3,12,easy,B,-0.01529792,-0.44842558,A
3,5,5,13,easy,B,0.09573708,-0.0053512,A
3,5,6,14,easy,B,-0.01667452,0.17212163,B
3,5,9,15,easy,B,-0.08597946,0.21809651,B
3,5,1,16,easy,B,-0.20976697,0.2077296,A
3,5,15,17,easy,B,-0.30231568,0.19400757,B
3,5,4,18,easy,B,-0.39044646,0.16807872,A
3,5,11,19,easy,B,0.01003176,0.42493556,B
3,5,2,20,easy,B,0.20655857,0.42886018,A
3,1,4,1,hard,A,-0.01939328,0.17248924,A
3,1,17,2,hard,A,-0.20805604,0.2432124,B
3,1,8,3,hard,A,-0.21400238,0.38089699,A
3,1,9,4,hard,A,-0.08856901,0.42275453,A
3,1,15,5,hard,A,-0.40270833,0.44808076,A
3,1,7,6,hard,A,0.18190337,0.3789963,A
3,1,10,7,hard,A,0.21110878,0.21267312,A
3,1,12,8,hard,A,0.28431592,-0.01295717,A
3,1,3,9,hard,A,0.21255609,0.01276088,A
3,1,1,10,hard,A,0.28047159,-0.16228908,A
3,1,16,11,hard,A,0.20910992,-0.16187984,B
3,1,19,12,hard,A,0.00722731,0.02438212,B
3,1,13,13,hard,A,0.00791006,-0.21297094,A
3,1,18,14,hard,A,0.11067029,-0.42639415,B
3,1,11,15,hard,A,-0.11897366,-0.44856168,A
3,1,5,16,hard,A,-0.19652405,-0.3742886,A
3,1,14,17,hard,A,-0.31369721,-0.38750014,A
3,1,6,18,hard,A,-0.31268012,-0.21119812,A
3,1,2,19,hard,A,-0.3843474,0.00239348,A
3,1,20,20,hard,A,-0.39049259,0.20979712,B
3,2,8,1,hard,A,0.08189666,0.00853412,A
3,2,17,2,hard,A,0.20919068,0.16796267,B
3,2,6,3,hard,A,0.29880287,-0.01609197,A
3,2,13,4,hard,A,0.2973188,-0.16403466,A
3,2,11,5,hard,A,0.2134608,-0.22436215,A
3,2,3,6,hard,A,0.11701616,-0.40544227,A
3,2,5,7,hard,A,-0.09085875,-0.35626993,A
3,2,4,8,hard,A,-0.18461599,-0.36856414,A
3,2,18,9,hard,A,-0.10723196,-0.18321213,B
3,2,2,10,hard,A,-0.30713934,-0.16581529,A
3,2,7,11,hard,A,-0.38471006,-0.16515279,A
3,2,1,12,hard,A,-0.40316864,0.03629727,A
3,2,12,13,hard,A,-0.10554618,0.20847573,A
3,2,14,14,hard,A,0.08355393,0.24383911,A
3,2,9,15,hard,A,0.11268907,0.35830544,A
3,2,10,16,hard,A,0.00991965,0.40773286,A
3,2,15,17,hard,A,-0.11468024,0.39957164,A
3,2,20,18,hard,A,-0.31288929,0.24838437,B
3,2,19,19,hard,A,0.20098855,0.40052895,B
3,2,16,20,hard,A,0.29509558,0.3840579,B
3,3,13,1,hard,A,-0.01370304,-0.01331555,A
3,3,9,2,hard,A,0.08941743,0.01394863,A
3,3,5,3,hard,A,0.21888944,0.17923139,A
3,3,4,4,hard,A,0.30818099,0.01266071,A
3,3,8,5,hard,A,-0.20125315,0.18935473,A
3,3,10,6,hard,A,-0.29233897,0.24261207,A
3,3,3,7,hard,A,0.0167911,0.42133723,A
3,3,1,8,hard,A,0.10916256,0.43582463,A
3,3,12,9,hard,A,0.31260914,0.41901465,A
3,3,15,10,hard,A,0.20310071,-0.15645332,A
3,3,11,11,hard,A,0.20528534,-0.38739029,A
3,3,18,12,hard,A,0.00611193,-0.40669475,B
3,3,2,13,hard,A,-0.08125771,-0.38257092,A
3,3,6,14,hard,A,-0.21258646,-0.43975114,A
3,3,20,15,hard,A,-0.28815751,-0.36796159,B
3,3,19,16,hard,A,-0.18229147,-0.24747691,B
3,3,7,17,hard,A,-0.09805759,-0.19189464,A
3,3,14,18,hard,A,-0.28508088,-0.15700327,A
3,3,17,19,hard,A,-0.18982486,-0.01500538,B
3,3,16,20,hard,A,-0.40738923,0.02077882,B
3,4,13,1,hard,A,-0.1017157,0.0293701,A
3,4,4,2,hard,A,-0.08532317,-0.1851199,A
3,4,15,3,hard,A,0.29903439,-0.19020377,A
3,4,3,4,hard,A,0.28468246,0.22527305,A
3,4,10,5,hard,A,0.10006615,0.19866079,A
3,4,16,6,hard,A,0.31774685,0.37399855,B
3,4,1,7,hard,A,0.21182082,0.4343093,A
3,4,11,8,hard,A,0.08789349,0.39217186,A
3,4,5,9,hard,A,-0.11168623,0.39844243,A
3,4,14,10,hard,A,-0.29779055,0.38234149,A
3,4,2,11,hard,A,-0.38691548,0.38664412,A
3,4,6,12,hard,A,-0.38645107,0.22166836,A
3,4,18,13,hard,A,-0.09037758,0.16900726,B
3,4,19,14,hard,A,0.01236084,0.03254235,B
3,4,7,15,hard,A,-0.29506398,-0.15552174,A
3,4,17,16,hard,A,-0.41306844,-0.4492892,B
3,4,9,17,hard,A,-0.11844169,-0.41796755,A
3,4,12,18,hard,A,0.00746453,-0.4165666,A
3,4,20,19,hard,A,0.10899648,-0.2265452,B
3,4,8,20,hard,A,0.29730115,-0.44403607,A
3,5,2,1,hard,A,-0.09357318,0.01269138,A
3,5,14,2,hard,A,-0.19031007,0.03012702,A
3,5,6,3,hard,A,-0.38475176,-0.04220658,A
3,5,9,4,hard,A,-0.40012933,-0.18845961,A
3,5,3,5,hard,A,-0.29190651,-0.20950927,A
3,5,5,6,hard,A,-0.19885759,-0.21843141,A
3,5,7,7,hard,A,-0.01507159,-0.22049519,A
3,5,18,8,hard,A,-0.09780872,-0.22476679,B
3,5,11,9,hard,A,-0.41656845,-0.35826373,A
3,5,4,10,hard,A,0.30703866,-0.21743472,A
3,5,8,11,hard,A,0.29551581,-0.40092285,A
3,5,20,12,hard,A,0.2894501,0.02261176,B
3,5,16,13,hard,A,0.18890919,0.01063708,B
3,5,15,14,hard,A,0.31296274,0.23330645,A
3,5,13,15,hard,A,-0.11906689,0.22584482,A
3,5,12,16,hard,A,-0.20200453,0.24003261,A
3,5,10,17,hard,A,-0.1066957,0.36418356,A
3,5,19,18,hard,A,-0.41447085,0.38325718,B
3,5,17,19,hard,A,-0.38426247,0.15900525,B
3,5,1,20,hard,A,0.21772351,0.40154862,A
3,1,9,1,hard,AB,-0.0069987,0.03633754,A
3,1,2,2,hard,AB,-0.00376399,0.20695348,A
3,1,16,3,hard,AB,0.09056874,0.19804522,B
3,1,12,4,hard,AB,0.18643477,0.24967766,B
3,1,17,5,hard,AB,0.29272291,0.35118663,B
3,1,6,6,hard,AB,0.1036043,0.43246542,A
3,1,7,7,hard,AB,0.00469711,0.44481746,A
3,1,8,8,hard,AB,-0.395877,0.41394531,A
3,1,1,9,hard,AB,-0.31702142,0.2023265,A
3,1,10,10,hard,AB,-0.4026403,0.02946582,A
3,1,19,11,hard,AB,-0.10020652,0.03639551,B
3,1,20,12,hard,AB,-0.09885455,-0.15684137,B
3,1,13,13,hard,AB,-0.01477672,-0.20707251,B
3,1,11,14,hard,AB,0.10154848,-0.23356734,B
3,1,18,15,hard,AB,0.19077616,-0.02670738,B
3,1,15,16,hard,AB,-0.00780417,-0.37740065,B
3,1,4,17,hard,AB,0.10076217,-0.43290995,A
3,1,5,18,hard,AB,-0.18029626,-0.21951801,A
3,1,3,19,hard,AB,-0.39597568,-0.22916405,A
3,1,14,20,hard,AB,-0.31698597,-0.37906386,B
3,2,7,1,hard,AB,-0.41807759,0.15003146,A
3,2,19,2,hard,AB,-0.18347731,0.36793757,B
3,2,9,3,hard,AB,0.00130718,0.43513946,A
3,2,15,4,hard,AB,0.10460171,0.38170151,B
3,2,12,5,hard,AB,0.09814385,0.2483664,B
3,2,8,6,hard,AB,0.28128715,0.17962688,A
3,2,1,7,hard,AB,0.30418974,0.40045349,A
3,2,4,8,hard,AB,0.18185985,0.42352286,A
3,2,3,9,hard,AB,0.19220796,-0.04195684,A
3,2,20,10,hard,AB,-0.01912824,-0.0143405,B
3,2,17,11,hard,AB,-0.11377361,0.001146,B
3,2,6,12,hard,AB,-0.10054849,-0.18060278,A
3,2,5,13,hard,AB,-0.30755181,-0.17357882,A
3,2,16,14,hard,AB,-0.3063151,-0.04956604,B
3,2,13,15,hard,AB,-0.41242259,-0.0473646,B
3,2,14,16,hard,AB,-0.31240095,-0.44574332,B
3,2,2,17,hard,AB,-0.40622381,-0.42230215,A
3,2,18,18,hard,AB,0.28047865,-0.23734492,B
3,2,10,19,hard,AB,0.28440806,-0.43075204,A
